player_id,player_name,position,age,total_games,seasons,ppg,projected_fpts,replacement_pts,par,auction_value,adp_rank,years_of_experience_x,years_of_experience_y,headshot_url,latest_team,ds_proj,consensus_proj,injury_risk,sos,ds_auction_value,Team,Bye,fpts_2025
00-0033280,Christian McCaffrey,RB,,37.0,3.0,23.075572519083973,343.64868559372724,109.10619302376719,234.54249256996005,41.8,7.0,,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/resjdwihunsqckohcorj",SF,255.0,241.0,0%,0%,42.0,SF,14.0,414.6
00-0039075,Puka Nacua,WR,,44.0,3.0,20.951475409836064,319.07517219805646,109.28942998067417,209.78574221738228,45.4,3.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvi4hdm6fywcekfe7ceb",LA,230.0,210.0,0%,0%,47.0,LAR,8.0,375.0
00-0039139,Jahmyr Gibbs,RB,,49.0,3.0,20.397421203438398,314.74925613470333,109.10619302376719,205.64306311093614,47.0,2.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hjxk3judytgsxkqiilre",DET,276.0,264.0,0%,0%,49.0,DET,8.0,366.6
00-0036900,Ja'Marr Chase,WR,,49.0,3.0,20.430320699708457,314.71337702804743,109.28942998067417,205.42394704737325,42.8,5.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qya3dtjb5kgofcuj2tuw",CIN,215.0,193.0,0%,0%,44.0,CIN,10.0,313.6
00-0038542,Bijan Robinson,RB,,51.0,3.0,19.750980392156862,306.3348430036255,109.10619302376719,197.22864997985832,46.8,1.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rjaf9auhx3lrktzgwpfb",ATL,277.0,262.0,0%,0%,49.0,ATL,5.0,368.8
00-0036963,Amon-Ra St. Brown,WR,,50.0,3.0,19.238951841359775,297.8157657396098,109.28942998067417,188.5263357589356,37.2,10.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fd8nwhm6pvxfyzphzl6i",DET,203.0,183.0,0%,0%,38.0,DET,8.0,324.0
00-0036223,Jonathan Taylor,RB,,41.0,3.0,19.336038961038962,294.42601822567474,109.10619302376719,185.31982520190755,43.1,4.0,,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uwmnrhwtwug0wrgkomjk",IND,264.0,257.0,0%,0%,45.0,IND,11.0,360.3
00-0039040,De'Von Achane,RB,,44.0,3.0,18.83312693498452,289.1698977804294,109.10619302376719,180.0637047566622,29.4,22.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xk1xwio0bryfxo1ylweu",MIA,217.0,216.0,0%,0%,29.0,MIA,12.0,322.1
00-0036358,CeeDee Lamb,WR,,45.0,3.0,17.992079207920792,277.05935739247104,109.28942998067417,167.76992741179686,35.8,11.0,,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijxzvtumjhqu3zva1bwc",DAL,196.0,164.0,0%,0%,37.0,DAL,10.0,200.9
00-0032764,Derrick Henry,RB,,51.0,3.0,17.235294117647054,269.36704639345595,109.10619302376719,160.26085336968876,37.4,9.0,,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxtikemnvpkw9r0ex2wv",BAL,242.0,235.0,0%,0%,39.0,BAL,7.0,279.5
00-0034844,Saquon Barkley,RB,,46.0,3.0,17.1734756097561,266.2835863711699,109.10619302376719,157.17739334740273,34.7,12.0,,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ern1nbhivkmwkg82c7v1",PHI,228.0,213.0,0%,0%,36.0,PHI,9.0,230.3
00-0038543,Jaxon Smith-Njigba,WR,,51.0,3.0,16.727310924369746,261.40311727407,109.28942998067417,152.1136872933958,40.6,6.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jpvhsregfvw46mlyckzj",SEA,213.0,198.0,0%,0%,43.0,SEA,8.0,359.9
00-0037840,Kyren Williams,RB,,45.0,3.0,16.817272727272726,260.65791270901025,109.10619302376719,151.55171968524306,22.7,35.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/smsyrjrwy0lf0hu9hkvg",LA,200.0,192.0,0%,0%,22.0,LAR,8.0,263.29999999999995
00-0037248,James Cook,RB,,50.0,3.0,16.627714285714287,260.0553944839836,109.10619302376719,150.94920146021641,38.0,8.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anjbznqb9i21wzcgrtbs",BUF,250.0,229.0,0%,0%,40.0,BUF,7.0,302.20000000000005
00-0031381,Davante Adams,WR,,45.0,3.0,16.227777777777778,251.59349712719927,109.28942998067417,142.30406714652509,22.4,36.0,,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qtonvcqpixixqhc6lhnc",LA,156.0,145.0,0%,0%,22.0,LAR,8.0,222.9
00-0035700,Josh Jacobs,RB,,45.0,3.0,16.03457943925234,249.36054732531971,109.10619302376719,140.25435430155252,30.9,17.0,,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/drtobqw2mk7yw3edjgwo",GB,230.0,204.0,0%,0%,32.0,GB,5.0,237.10000000000002
00-0036554,Nico Collins,WR,,42.0,3.0,16.155782312925172,249.10867838340266,109.28942998067417,139.81924840272848,31.7,16.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/osmqyvmib3pssxi6cyic",HOU,186.0,159.0,0%,0%,33.0,HOU,6.0,224.2
00-0033897,Joe Mixon,RB,,31.0,2.0,16.52710843373494,247.67799696903126,109.10619302376719,138.57180394526407,4.5,194.0,,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gwyhozfhjgedwdmmjjcf",HOU,69.0,23.0,0%,-,1.0,UNS,18.0,
00-0039067,Rashee Rice,WR,,27.0,3.0,16.88060606060606,247.66867227313546,109.28942998067417,138.3792422924613,32.5,15.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iy0uidp9wokc6a7u8lwq",KC,194.0,167.0,0%,0%,34.0,KC,10.0,148.1
00-0035676,A.J. Brown,WR,,45.0,3.0,15.79190938511327,245.30218919534363,109.28942998067417,136.01275921466947,27.4,24.0,,8.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a014sgzctarbvhwb35lw",PHI,171.0,156.0,0%,0%,28.0,PHI,9.0,220.3
00-0033040,Tyreek Hill,WR,,37.0,3.0,16.0,244.09345217203466,109.28942998067417,134.8040221913605,5.3,162.0,,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gg73gnfivrn80oyqwazl",MIA,92.0,95.0,0%,-,2.0,UNS,18.0,53.5
00-0037238,Drake London,WR,,45.0,3.0,15.363036303630365,239.11185132110924,109.28942998067417,129.82242134043508,28.9,20.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/np91pvk7mczra1iyjkmo",ATL,178.0,172.0,0%,0%,30.0,ATL,5.0,199.9
00-0036322,Justin Jefferson,WR,,44.0,3.0,15.366869300911857,238.74276124660824,109.28942998067417,129.45333126593408,34.0,13.0,,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f0ccavu3ppzcs51e1cuv",MIN,189.0,157.0,0%,0%,36.0,MIN,6.0,201.5
00-0039337,Malik Nabers,WR,,19.0,2.0,17.049655172413793,238.0460729048598,109.28942998067417,128.75664292418566,24.7,28.0,,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w3edoyyuomqlovvp9ixc",NYG,159.0,150.0,0%,0%,25.0,NYG,14.0,57.1
00-0037744,Trey McBride,TE,,50.0,3.0,15.975999999999999,245.35319065106225,120.68874601123403,124.66444463982822,22.8,31.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vd7av3vdfs6q7ncjogac",ARI,150.0,145.0,0%,0%,23.0,ARI,8.0,315.9
00-0038597,Chase Brown,RB,,43.0,3.0,14.807453416149068,230.86086636115436,109.10619302376719,121.75467333738717,22.8,34.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pv3sq3uzosixxexbznq5",CIN,202.0,194.0,0%,0%,23.0,CIN,10.0,278.3
00-0036410,Tee Higgins,WR,,39.0,3.0,14.897517730496455,229.72892772469595,109.28942998067417,120.43949774402178,25.3,26.0,,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flr9f8oqigbyroeaubxb",CIN,166.0,152.0,0%,0%,26.0,CIN,10.0,209.60000000000002
00-0031408,Mike Evans,WR,,39.0,3.0,14.881300813008131,229.5001656758713,109.28942998067417,120.21073569519713,18.5,51.0,,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yaxorbdsvk1ucfuiyrkj",SF,143.0,132.0,0%,0%,18.0,SF,14.0,84.80000000000001
00-0037239,Chris Olave,WR,,40.0,3.0,14.764642857142858,228.33671855413965,109.28942998067417,119.04728857346548,22.7,29.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrrmyvpvujynckag9jop",NO,162.0,154.0,0%,0%,23.0,NO,11.0,268.0
00-0037247,George Pickens,WR,,48.0,3.0,14.538690476190476,228.28172814844623,109.28942998067417,118.99229816777206,28.7,19.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbpyykoguf7rsxezqzvk",DAL,177.0,160.0,0%,0%,30.0,DAL,10.0,289.9
00-0038120,Breece Hall,RB,,49.0,3.0,14.439117647058824,227.67439889848959,109.10619302376719,118.5682058747224,19.3,43.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m3dviruymtm2wl2zcpmr",NYJ,193.0,189.0,0%,0%,19.0,NYJ,9.0,209.7
00-0033553,James Conner,RB,,32.0,3.0,14.884536082474227,226.17108415199712,109.10619302376719,117.06489112822993,4.0,199.0,,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g5yjordcmt76j0saytzb",ARI,68.0,35.0,0%,0%,1.0,ARI,8.0,33.3
00-0033906,Alvin Kamara,RB,,38.0,3.0,14.508076923076924,224.38855281568692,109.10619302376719,115.28235979191973,4.8,161.0,,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uay6uo9lonegelngihki",NO,79.0,65.0,0%,0%,2.0,NO,11.0,100.69999999999999
00-0034857,Josh Allen,QB,,49.0,3.0,28.52161764705882,448.59592349114826,338.3693359437138,110.22658754743446,29.3,18.0,,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z",BUF,379.0,364.0,0%,0%,31.0,BUF,7.0,449.29999999999995
00-0037740,Garrett Wilson,WR,,41.0,3.0,13.99649805447471,217.87274472878434,109.28942998067417,108.58331474811017,19.0,42.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kbijsheobhwej7lh8mvf",NYJ,150.0,138.0,0%,0%,19.0,NYJ,9.0,99.5
00-0031588,Stefon Diggs,WR,,42.0,3.0,13.756972789115649,214.85367838340267,109.28942998067417,105.5642484027285,7.1,130.0,,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cemcexmscsarpvwhafln",NE,113.0,108.0,0%,-,5.0,UNS,18.0,210.3
00-0039361,Bucky Irving,RB,,27.0,2.0,14.136073059360731,212.51752204172803,109.10619302376719,103.41132901796084,15.5,65.0,,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmgpumoxwhvrrkcjuuuw",TB,168.0,168.0,0%,0%,15.0,TB,9.0,138.5
00-0039064,Zay Flowers,WR,,50.0,3.0,13.362889518413597,211.70105928263996,109.28942998067417,102.41162930196579,22.3,32.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqqh8gmxdpo55qwpsszj",BAL,163.0,141.0,0%,0%,23.0,BAL,7.0,243.3
00-0034348,Courtland Sutton,WR,,49.0,3.0,13.398843930635836,211.95512880633706,109.28942998067417,102.66569882566289,13.8,73.0,,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r2sr6cbma4c7wc3isejj",DEN,133.0,121.0,0%,0%,13.0,DEN,12.0,217.7
00-0036275,D'Andre Swift,RB,,49.0,3.0,13.299416909620993,211.01877233207352,109.10619302376719,101.91257930830633,18.0,49.0,,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owpmwzoilitcodc6cmxo",CHI,188.0,168.0,0%,0%,18.0,CHI,5.0,227.7
00-0036973,Travis Etienne,RB,,49.0,3.0,13.306122448979592,211.1167673195422,109.10619302376719,102.010574295775,20.6,39.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gc0iljgj34piecyfueyd",NO,191.0,178.0,0%,0%,21.0,NO,11.0,253.89999999999998
00-0033288,George Kittle,TE,,42.0,3.0,14.637992831541219,222.04823878964083,120.68874601123403,101.3594927784068,12.9,84.0,,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztz3xqjaqgok9m4nylgs",SF,114.0,107.0,0%,0%,12.0,SF,14.0,161.5
00-0035659,Terry McLaurin,WR,,44.0,3.0,13.342857142857143,209.62812481920582,109.28942998067417,100.33869483853165,18.0,46.0,,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wokz1etv1wj1vhbmvxgs",WAS,145.0,141.0,0%,0%,18.0,WAS,12.0,114.2
00-0036912,DeVonta Smith,WR,,46.0,3.0,13.30523076923077,209.72029276444485,109.28942998067417,100.43086278377068,21.4,38.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vj2fz8veorg1k5qthnjm",PHI,155.0,134.0,0%,0%,22.0,PHI,9.0,201.8
00-0039338,Brock Bowers,TE,,29.0,2.0,14.982845188284518,217.22777663745617,120.68874601123403,96.53903062622214,23.8,27.0,,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzp2ffi0lomamxofsrhy",LV,155.0,137.0,0%,0%,25.0,LVR,8.0,174.2
00-0030279,Keenan Allen,WR,,45.0,3.0,12.976146788990825,204.65957813810456,109.28942998067417,95.37014815743039,3.4,192.0,,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ri267r6lzfwarh89hsn6",LAC,91.0,57.0,0%,-,1.0,UNS,18.0,182.7
00-0038134,Kenneth Walker III,RB,,43.0,3.0,12.980456026058633,204.67390376985816,109.10619302376719,95.56771074609097,28.1,21.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mnzsnemdzbey5hbahdhk",KC,216.0,201.0,0%,0%,30.0,KC,10.0,191.89999999999998
00-0040122,Ashton Jeanty,RB,,17.0,1.0,14.41764705882353,204.65422948855618,109.10619302376719,95.54803646478899,32.3,14.0,,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syspis1mntov9kgspb7r",LV,231.0,211.0,0%,0%,35.0,LVR,8.0,245.1
00-0035640,DK Metcalf,WR,,46.0,3.0,12.890282131661442,203.71122175371863,109.28942998067417,94.42179177304446,16.9,,,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tknefloqsleltfmslj2y",PIT,,,,,,,,187.2
00-0034827,DJ Moore,WR,,51.0,3.0,12.677030812324931,201.88459427164872,109.28942998067417,92.59516429097455,16.6,,,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qphturmeiifnqrnf5pax",BUF,,,,,,,,172.7
00-0034960,Jakobi Meyers,WR,,47.0,3.0,12.622492401215805,200.10139593296338,109.28942998067417,90.81196595228921,10.1,99.0,,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qui5ajbevlk7pfjpcufz",JAX,123.0,106.0,0%,0%,9.0,JAC,8.0,175.8
00-0035685,David Montgomery,RB,,45.0,3.0,12.520216049382716,198.63435877342798,109.10619302376719,89.52816574966079,13.5,69.0,,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xeb6fq4zimgkksq7uari",HOU,162.0,158.0,0%,0%,13.0,HOU,6.0,166.95
00-0039893,Brian Thomas Jr.,WR,,31.0,2.0,12.926640926640928,198.27038759182892,109.28942998067417,88.98095761115475,13.4,79.0,,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/plnekkriys4cm11rnxwl",JAX,125.0,110.0,0%,0%,13.0,JAC,8.0,138.8
00-0036997,Javonte Williams,RB,,49.0,3.0,12.344314868804666,197.06087759523143,109.10619302376719,87.95468457146424,21.9,33.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwzske22c4wrlf27qrih",DAL,206.0,190.0,0%,0%,23.0,DAL,10.0,242.8
00-0039915,Ladd McConkey,WR,,32.0,2.0,12.79889705882353,197.07013369353902,109.28942998067417,87.78070371286485,16.8,54.0,,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsvdiebsa34jtkcrjpju",LAC,141.0,135.0,0%,0%,17.0,LAC,12.0,180.9
00-0035719,Deebo Samuel Sr.,WR,,45.0,3.0,12.40880503144654,196.47058861883326,109.28942998067417,87.18115863815909,6.6,132.0,,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntgyhqg6hq7fanhhsqiw",WAS,108.0,93.0,0%,-,5.0,UNS,18.0,188.2
00-0036158,J.K. Dobbins,RB,,24.0,3.0,13.068717948717948,196.30289563408837,109.10619302376719,87.19670261032118,12.6,81.0,,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cevotvl3ho5h1mioruyg",DEN,152.0,143.0,0%,0%,12.0,DEN,12.0,115.9
00-0037240,Jameson Williams,WR,,44.0,3.0,12.376470588235295,195.7270259181069,109.28942998067417,86.43759593743273,19.3,40.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gpjarmglg1jhwq5wr1uu",DET,148.0,138.0,0%,0%,20.0,DET,8.0,219.10000000000002
00-0033921,Chris Godwin Jr.,WR,,33.0,3.0,12.576811594202901,194.53162566071677,109.28942998067417,85.2421956800426,7.4,128.0,,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilkheljdx4hbjpisulke",TB,109.0,107.0,0%,0%,6.0,TB,9.0,81.0
00-0040715,Cam Skattebo,RB,,8.0,1.0,15.7125,192.90973357586907,109.10619302376719,83.80354055210188,15.1,,,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vnftthkbvw7ucsqtqjpq",NYG,,,,,,,,125.7
00-0036252,Michael Pittman,WR,,49.0,3.0,12.041618497109825,192.1205886988429,109.28942998067417,82.83115871816874,9.0,108.0,,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z78xpye9hing1e7wke8b",PIT,120.0,102.0,0%,0%,8.0,PIT,5.0,201.3
00-0040666,Omarion Hampton,RB,,9.0,1.0,15.077777777777776,191.56210218905323,109.10619302376719,82.45590916528604,26.0,23.0,,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ck7xcbwuka7wu2zwhssk",LAC,211.0,203.0,0%,0%,28.0,LAC,12.0,135.7
00-0033293,Aaron Jones,RB,,40.0,3.0,12.077031802120144,190.8757783886584,109.10619302376719,81.76958536489121,7.3,126.0,,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bktkfvgfwujkdbzkcfim",MIN,116.0,120.0,0%,0%,6.0,MIN,6.0,118.70000000000002
00-0036875,Rhamondre Stevenson,RB,,41.0,3.0,12.061774744027304,190.9533210979783,109.10619302376719,81.8471280742111,11.6,90.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ed09migntlyy8ntgvcu1",NE,148.0,143.0,0%,0%,11.0,NE,14.0,174.8
00-0036261,Brandon Aiyuk,WR,,23.0,2.0,12.686725663716814,189.7004865243495,109.28942998067417,80.41105654367531,8.1,119.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/avzzxycxyculxxqce5k7",SF,113.0,96.0,0%,-,7.0,UNS,18.0,
00-0038994,Jordan Addison,WR,,46.0,3.0,11.896805111821086,189.32420268862313,109.28942998067417,80.03477270794896,12.4,85.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s2ey8g5memyqvxc52uzy",MIN,129.0,105.0,0%,0%,12.0,MIN,6.0,135.1
00-0035261,Tony Pollard,RB,,50.0,3.0,11.803714285714285,189.35884275984563,109.10619302376719,80.25264973607844,12.4,80.0,,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dvpdczetkdhrqpm8izmd",TEN,154.0,146.0,0%,0%,12.0,TEN,10.0,185.79999999999998
00-0034796,Lamar Jackson,QB,,46.0,3.0,26.594888178913738,418.6789387945555,338.3693359437138,80.30960285084171,17.5,47.0,,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p",BAL,340.0,328.0,0%,0%,18.0,BAL,7.0,280.34999999999997
00-0038117,Wan'Dale Robinson,WR,,48.0,3.0,11.771976401179941,187.96675162686412,109.28942998067417,78.67732164618995,4.7,152.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yzcvyhmilvxedfjfjglc",TEN,101.0,90.0,0%,0%,3.0,TEN,10.0,217.9
00-0036613,Jaylen Waddle,WR,,45.0,3.0,11.699688473520249,186.2352269808406,109.28942998067417,76.94579700016642,18.2,45.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dsxd2zcqm42wsv4ewtfc",DEN,147.0,129.0,0%,0%,19.0,DEN,12.0,194.2
00-0037228,Jaylen Warren,RB,,48.0,3.0,11.48738738738739,184.34578295217884,109.10619302376719,75.23958992841165,10.6,91.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f3txbqdarbabqtq4sx98",PIT,151.0,139.0,0%,0%,10.0,PIT,5.0,217.10000000000002
00-0039146,Jayden Reed,WR,,38.0,3.0,11.694420600858372,184.234805562958,109.28942998067417,74.94537558228383,13.1,74.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blh2tfg9qjthqo2g6ot4",GB,131.0,105.0,0%,0%,13.0,GB,5.0,48.5
00-0037256,Rachaad White,RB,,49.0,3.0,11.366763848396502,182.77491268295074,109.10619302376719,73.66871965918355,7.1,122.0,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sxugbms8ketvgmilnlu3",WAS,119.0,111.0,0%,0%,6.0,WAS,12.0,143.0
00-0036139,Rico Dowdle,RB,,49.0,3.0,11.310982658959537,181.95972442328423,109.10619302376719,72.85353139951704,10.5,95.0,,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cvnrzndsiaojvvxz8vo5",PIT,138.0,138.0,0%,0%,10.0,PIT,5.0,216.3
00-0036555,Chuba Hubbard,RB,,47.0,3.0,11.33498452012384,181.9328794325973,109.10619302376719,72.82668640883011,12.2,88.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjgml85ghq7oa48dctn7",CAR,149.0,145.0,0%,0%,12.0,CAR,14.0,125.39999999999999
00-0040124,Tetairoa McMillan,WR,,17.0,1.0,12.547058823529412,181.8522139096624,109.28942998067417,72.56278392898822,18.1,44.0,,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hokqp6gl5xujtlqwecg8",CAR,146.0,145.0,0%,0%,19.0,CAR,14.0,213.3
00-0038977,Tank Dell,WR,,24.0,2.0,11.884057971014494,180.27815624735854,109.28942998067417,70.98872626668437,13.0,,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ykyiamjbjkjklnnttisw",HOU,,,,,,,,
00-0031544,Amari Cooper,WR,,28.0,2.0,11.648344370860926,179.57825745198224,109.28942998067417,70.28882747130807,12.9,,,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmtzqznqui37unmo5xv9",BUF,,,,,,,,
00-0040734,TreVeyon Henderson,RB,,17.0,1.0,12.129411764705884,178.2022294885562,109.10619302376719,69.09603646478902,14.7,64.0,,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cfcux3dnfmbmz3qzrnco",NE,163.0,149.0,0%,0%,15.0,NE,14.0,206.20000000000002
00-0040730,RJ Harvey,RB,,17.0,1.0,12.152941176470588,178.47422948855618,109.10619302376719,69.36803646478899,7.9,112.0,,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i1qxzydetb2orrynzvzk",DEN,122.0,118.0,0%,0%,7.0,DEN,12.0,206.6
00-0036259,Jauan Jennings,WR,,42.0,3.0,11.196369636963697,178.2882653706728,109.28942998067417,68.99883538999863,2.7,175.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cdx9mq3iglzog9mkqvdr",SF,84.0,78.0,0%,0%,1.0,MIN,6.0,171.3
00-0030506,Travis Kelce,TE,,48.0,3.0,12.156140350877193,188.75527828709644,120.68874601123403,68.06653227586241,8.7,109.0,,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebc5j60djpinc9elvlc5",KC,108.0,98.0,0%,0%,8.0,KC,10.0,191.2
00-0038544,Quentin Johnston,WR,,45.0,3.0,10.927062706270627,175.08317581204886,109.28942998067417,65.7937458313747,10.3,96.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bpzdpin1xp1kjxmbkq6d",LAC,121.0,105.0,0%,0%,10.0,LAC,12.0,171.2
00-0033699,Austin Ekeler,RB,,28.0,3.0,11.241875,175.02189547816403,109.10619302376719,65.91570245439684,2.7,241.0,,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sldndpn2zwt4uhkj2zks",WAS,50.0,24.0,0%,-,1.0,UNS,18.0,13.100000000000001
00-0036442,Joe Burrow,QB,,35.0,3.0,26.035564853556487,402.3865401595712,338.3693359437138,64.01720421585742,15.4,58.0,,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7",CIN,340.0,316.0,0%,0%,16.0,CIN,10.0,186.54999999999998
00-0040784,Quinshon Judkins,RB,,14.0,1.0,11.985714285714284,172.82980623699564,109.10619302376719,63.72361321322845,14.5,61.0,,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",CLE,172.0,172.0,0%,0%,15.0,CLE,9.0,167.79999999999998
00-0034837,Calvin Ridley,WR,,41.0,3.0,10.813229571984435,172.59237468193288,109.28942998067417,63.30294470125871,6.0,136.0,,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l96rlegwqz7qfakbdtlp",TEN,103.0,78.0,0%,0%,5.0,TEN,10.0,47.3
00-0039065,Sam LaPorta,TE,,42.0,3.0,11.971851851851852,183.97574559967669,120.68874601123403,63.286999588442654,16.2,55.0,,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qfcy3taaoage00rrl0cc",DET,126.0,117.0,0%,0%,17.0,DET,8.0,106.9
00-0036893,Najee Harris,RB,,37.0,3.0,10.738248847926267,171.20031694576724,109.10619302376719,62.09412392200005,2.6,195.0,,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grfxgbvqnzz40r7rdtvk",LAC,69.0,30.0,0%,-,1.0,UNS,18.0,11.600000000000001
00-0039849,Marvin Harrison Jr.,WR,,29.0,2.0,11.018828451882847,171.6888587708055,109.28942998067417,62.399428790131324,13.6,68.0,,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwpoo1icpnh8emjvqaii",ARI,132.0,117.0,0%,0%,14.0,ARI,8.0,125.80000000000001
00-0036251,Zack Moss,RB,,22.0,2.0,11.104464285714286,170.09084600236824,109.10619302376719,60.98465297860105,11.3,,,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oxrltdgoquiabhihhgnk",CIN,,,,,,,,
